date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup
1998-06-20,New Zealand,England,64,22,1998 England rugby union tour of Australasia and South Africa,Carisbrook,Dunedin,New Zealand,False,False
1998-06-20,Argentina,France,12,37,1998 France tour of Argentina and Fiji,José Amalfitani Stadium,Buenos Aires,Argentina,False,False
1998-06-20,Australia,Scotland,33,11,1998 Scotland tour of Australia and Fiji,Lang Park,Brisbane,Australia,False,False
1998-06-20,South Africa,Ireland,33,0,1998 Ireland rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa,False,False
1998-06-27,South Africa,Wales,96,13,1998 Wales tour of Zimbabwe and South Africa,Loftus Versfeld,Pretoria,South Africa,False,False
1998-06-27,New Zealand,England,40,10,1998 England rugby union tour of Australasia and South Africa,Eden Park,Auckland,New Zealand,False,False
1998-07-04,South Africa,England,18,0,1998 England rugby union tour of Australasia and South Africa,Newlands,Cape Town,South Africa,False,False
1998-07-11,Australia,New Zealand,24,16,1998 Tri Nations Series,Melbourne Cricket Ground,Melbourne,Australia,False,False
1998-07-18,Australia,South Africa,13,14,1998 Tri Nations Series,Subiaco Oval,Perth,Australia,False,False
1998-07-25,New Zealand,South Africa,3,13,1998 Tri Nations Series,Athletic Park,Wellington,New Zealand,False,False
1998-08-01,New Zealand,Australia,23,27,1998 Tri Nations Series,Lancaster Park,Christchurch,New Zealand,False,False
1998-08-15,South Africa,New Zealand,24,23,1998 Tri Nations Series,Kings Park Stadium,Durban,South Africa,False,False
1998-08-22,South Africa,Australia,29,15,1998 Tri Nations Series,Ellis Park Stadium,Johannesburg,South Africa,False,False
1998-08-29,Australia,New Zealand,19,14,1998 Bledisloe Cup III,Sydney Football Stadium,Sydney,Australia,False,False
1998-11-07,Italy,Argentina,23,19,1998 Argentina rugby union tour of Japan and Europe,Stadio Comunale Beltrametti,Piacenza,Italy,False,False
1998-11-14,Wales,South Africa,20,28,1998 South Africa tour of Great Britain and Ireland,Wembley Stadium,London,England,True,False
1998-11-14,France,Argentina,34,14,1998 Argentina tour of Japan and Europe,Stade de la Beaujoire,Nantes,France,False,False
1998-11-21,Scotland,South Africa,10,35,1998 South Africa rugby union tour of Britain and Ireland,Murrayfield,Edinburgh,Scotland,False,False
1998-11-21,France,Australia,21,32,1998 Australia tour of France and England,Stade de France,Saint-Denis,France,False,False
1998-11-21,Wales,Argentina,43,30,1998 Autumn International,Stradey Park,Llanelli,Wales,False,False
1998-11-22,England,Italy,23,15,1999 Rugby World Cup European qualification,Galpharm Stadium,Huddersfield,England,False,False
1998-11-28,Ireland,South Africa,13,27,1998 South Africa rugby union tour of Britain and Ireland,Lansdowne Road,Dublin,Ireland,False,False
1998-11-28,England,Australia,11,12,1998 Autumn International,Twickenham Stadium,London,England,False,False
1998-12-05,England,South Africa,13,7,1998 South Africa rugby union tour of Britain and Ireland,Twickenham,London,England,False,False
1999-02-06,Scotland,Wales,33,20,1999 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1999-02-06,Ireland,France,9,10,1999 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1999-02-20,Wales,Ireland,23,29,1999 Five Nations Championship,Wembley Stadium,London,England,True,False
1999-02-20,England,Scotland,24,21,1999 Five Nations Championship,Twickenham Stadium,London,England,False,False
1999-03-06,France,Wales,33,34,1999 Five Nations Championship,Stade de France,Paris,France,False,False
1999-03-06,Ireland,England,15,27,1999 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1999-03-06,Scotland,Italy,30,12,,Murrayfield,Edinburgh,Scotland,False,False
1999-03-20,England,France,21,10,1999 Five Nations Championship,Twickenham,London,England,False,False
1999-03-20,Italy,Wales,21,60,,Stadio Comunale di Monigo,Treviso,Italy,False,False
1999-03-20,Scotland,Ireland,30,13,1999 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1999-04-10,Ireland,Italy,39,30,,Lansdowne Road,Dublin,Ireland,False,False
1999-04-10,France,Scotland,22,36,1999 Five Nations Championship,Stade de France,Saint-Denis,France,False,False
1999-04-11,England,Wales,32,31,1999 Five Nations Championship,Wembley Stadium,London,England,False,False
1999-06-05,Argentina,Wales,26,36,1999 Wales tour of Argentina,Ferrocaril Oeste,Buenos Aires,Argentina,False,False
1999-06-12,Argentina,Wales,16,23,1999 Wales tour of Argentina,Ferrocaril Oeste,Buenos Aires,Argentina,False,False
1999-06-12,South Africa,Italy,74,3,1999 Italy rugby union tour of South Africa,Boet Erasmus Stadium,Port Elizabeth,South Africa,False,False
1999-06-12,Australia,Ireland,46,10,1999 Ireland tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False
1999-06-19,South Africa,Italy,101,0,1999 Italy rugby union tour of South Africa,Kings Park Stadium,Durban,South Africa,False,False
1999-06-19,Australia,Ireland,32,26,1999 Ireland tour of Australia,Subiaco Oval,Perth,Australia,False,False
1999-06-26,Australia,England,22,15,1999 England tour of Australia,Stadium Australia,Sydney,Australia,False,False
1999-06-26,Wales,South Africa,29,19,,Millennium Stadium,Cardiff,Wales,False,False
1999-06-26,New Zealand,France,54,7,1999 French tour,Athletic Park,Wellington,New Zealand,False,False
1999-07-10,New Zealand,South Africa,28,0,1999 Tri Nations Series,Carisbrook,Dunedin,New Zealand,False,False
1999-07-17,Australia,South Africa,32,6,1999 Tri Nations Series,Lang Park,Brisbane,Australia,False,False
1999-07-24,New Zealand,Australia,34,15,1999 Tri Nations Series,Eden Park,Auckland,New Zealand,False,False
1999-08-07,South Africa,New Zealand,18,34,1999 Tri Nations Series,Loftus Versfeld Stadium,Pretoria,South Africa,False,False
1999-08-14,South Africa,Australia,10,9,1999 Tri Nations Series,Newlands Stadium,Cape Town,South Africa,False,False
1999-08-21,Scotland,Argentina,22,31,1999 Rugby World Cup warm-up match,Murrayfield Stadium,Edinburgh,Scotland,False,False
1999-08-28,Wales,France,34,23,1999 Rugby World Cup warm-up match,Millennium Stadium,Cardiff,Wales,False,False
1999-08-28,Australia,New Zealand,28,7,1999 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False
1999-08-28,Ireland,Argentina,32,24,1999 Rugby World Cup warm-up,Lansdowne Road,Dublin,Ireland,False,False
1999-10-01,Wales,Argentina,23,18,1999 Rugby World Cup Pool match,Millennium Stadium,Cardiff,Wales,False,True
1999-10-02,England,Italy,67,7,1999 Rugby World Cup Pool Stage,Twickenham,London,England,False,True
1999-10-03,Scotland,South Africa,29,46,1999 Rugby World Cup,Murrayfield,Edinburgh,Scotland,False,True
1999-10-09,England,New Zealand,16,30,1999 Rugby World Cup Pool Stage,Twickenham,London,England,False,True
1999-10-10,Ireland,Australia,3,23,1999 Rugby World Cup Pool match,Lansdowne Road,Dublin,Ireland,False,True
1999-10-14,New Zealand,Italy,101,3,1999 Rugby World Cup,McAlpine Stadium,Huddersfield,England,True,True
1999-10-20,Argentina,Ireland,28,24,1999 Rugby World Cup,Stade Félix Bollaert,Lens,France,True,True
1999-10-23,Wales,Australia,9,24,1999 Rugby World Cup Quarter-finals,Millennium Stadium,Cardiff,Wales,False,True
1999-10-24,England,South Africa,21,44,1999 Rugby World Cup Quarter-final,Stade de France,Paris,France,True,True
1999-10-24,Scotland,New Zealand,18,30,1999 Rugby World Cup Quarter Final,Murrayfield,Edinburgh,Scotland,False,True
1999-10-24,Argentina,France,26,47,1999 Rugby World Cup,Lansdowne Road,Dublin,Ireland,True,True
1999-10-30,Australia,South Africa,27,21,1999 Rugby World Cup Semi-final,Twickenham,London,England,True,True
1999-10-31,New Zealand,France,31,43,1999 Rugby World Cup,Twickenham,London,England,True,True
1999-11-04,South Africa,New Zealand,22,18,1999 Rugby World Cup,Millennium Stadium,Cardiff,Wales,True,True
1999-11-06,Australia,France,35,12,1999 Rugby World Cup Final,Millennium Stadium,Cardiff,Wales,True,True
2000-02-05,England,Ireland,50,18,2000 Six Nations Championship,Twickenham,London,England,False,False
2000-02-05,Wales,France,3,36,2000 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2000-02-05,Italy,Scotland,34,20,2000 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False
2000-02-19,Ireland,Scotland,44,22,2000 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
2000-02-19,France,England,9,15,2000 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2000-02-19,Wales,Italy,47,16,2000 Six Nations,Millennium Stadium,Cardiff,Wales,False,False
2000-03-04,Scotland,France,16,28,2000 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
2000-03-04,Ireland,Italy,60,13,2000 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
2000-03-04,England,Wales,46,12,2000 Six Nations Championship,Twickenham,London,England,False,False
2000-03-18,Wales,Scotland,26,18,2000 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2000-03-18,Italy,England,12,59,2000 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False
2000-03-19,France,Ireland,25,27,2000 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2000-04-01,France,Italy,42,31,2000 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2000-04-01,Ireland,Wales,19,23,2000 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
2000-04-02,Scotland,England,19,13,2000 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2000-06-03,Argentina,Ireland,34,23,2000 Ireland rugby union tour of The Americas,Estadio Ricardo Etcheverry,Buenos Aires,Argentina,False,False
2000-06-17,South Africa,England,18,13,2000 England rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa,False,False
2000-06-17,Australia,Argentina,53,6,2000 Argentina tour of Australia and England,Ballymore Stadium,Brisbane,Australia,False,False
2000-06-24,New Zealand,Scotland,69,20,2000 Scotland rugby union tour of New Zealand,Carisbrook,Dunedin,New Zealand,False,False
2000-06-24,South Africa,England,22,27,2000 England rugby union tour of South Africa,Free State Stadium,Bloemfontein,South Africa,False,False
2000-06-24,Australia,Argentina,32,25,2000 Argentina tour of Australia and England,Canberra Stadium,Canberra,Australia,False,False
2000-07-01,New Zealand,Scotland,48,14,2000 Scotland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand,False,False
2000-07-08,Australia,South Africa,44,23,2000 Summer International,Docklands Stadium,Melbourne,Australia,False,False
2000-07-15,Australia,New Zealand,35,39,2000 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False
2000-07-22,New Zealand,South Africa,25,12,2000 Tri Nations Series,Lancaster Park,Christchurch,New Zealand,False,False
2000-07-29,Australia,South Africa,26,6,2000 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False
2000-08-05,New Zealand,Australia,23,24,2000 Tri Nations Series,Wellington Regional Stadium,Wellington,New Zealand,False,False
2000-08-19,South Africa,New Zealand,46,40,2000 Tri Nations Series,Ellis Park,Johannesburg,South Africa,False,False
2000-08-26,South Africa,Australia,18,19,2000 Tri Nations Series,Kings Park Stadium,Durban,South Africa,False,False
2000-11-04,France,Australia,13,18,2000 Australia tour of Great Britain and France,Stade de France,Saint-Denis,France,False,False
2000-11-11,Scotland,Australia,9,30,2000 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False
2000-11-11,France,New Zealand,26,39,2000 end of year test,Stade de France,Saint-Denis,France,False,False
2000-11-12,Argentina,South Africa,33,37,"2000 South Africa tour of Argentina, Great Britain and Ireland",River Plate Stadium,Buenos Aires,Argentina,False,False
2000-11-18,England,Australia,22,19,2000 Autumn International,Twickenham Stadium,London,England,False,False
2000-11-18,France,New Zealand,42,33,2000 end of year test,Stade Vélodrome,Marseilles,France,False,False
2000-11-19,Ireland,South Africa,18,28,2000 end-of-year test,Lansdowne Road,Dublin,Ireland,False,False
2000-11-25,England,Argentina,19,0,2000 Autumn International,Twickenham,London,England,False,False
2000-11-25,Italy,New Zealand,19,56,2000 end-of-year internationals,Stadio Luigi Ferraris,Genoa,Italy,False,False
2000-11-26,Wales,South Africa,13,23,"2000 South Africa tour of Argentina, Great Britain and Ireland",Millennium Stadium,Cardiff,Wales,False,False
2000-12-02,England,South Africa,25,17,2000 Autumn International,Twickenham,London,England,False,False
2001-02-03,Italy,Ireland,22,41,2001 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False
2001-02-03,Wales,England,15,44,2001 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2001-02-04,France,Scotland,16,6,2001 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2001-02-17,England,Italy,80,23,2001 Six Nations Championship,Twickenham,London,England,False,False
2001-02-17,Ireland,France,22,15,2001 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
2001-02-17,Scotland,Wales,28,28,2001 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2001-03-03,Italy,France,19,30,2001 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False
2001-03-03,England,Scotland,43,3,2001 Six Nations Championship,Twickenham Stadium,London,England,False,False
2001-03-17,France,Wales,35,43,2001 Six Nations Championship,Stade de France,Paris,France,False,False
2001-03-17,Scotland,Italy,23,19,2001 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
2001-04-07,England,France,48,19,2001 Six Nations Championship,Twickenham,London,England,False,False
2001-04-08,Italy,Wales,23,33,2001 Six Nations,Stadio Flaminio,Rome,Italy,False,False
2001-06-16,South Africa,France,23,32,2001 France rugby union tour,Ellis Park,Johannesburg,South Africa,False,False
2001-06-23,South Africa,France,20,15,2001 France rugby union tour,Kings Park,Durban,South Africa,False,False
2001-06-23,New Zealand,Argentina,67,19,2001 Argentina tour of New Zealand and Great Britain,Jade Stadium,Christchurch,New Zealand,False,False
2001-06-30,New Zealand,France,37,12,2001 French tour,WestpacTrust Stadium,Wellington,New Zealand,False,False
2001-06-30,South Africa,Italy,60,14,2001 Italy rugby union tour,Boet Erasmus Stadium,Port Elizabeth,South Africa,False,False
2001-07-14,Argentina,Italy,38,17,2001 Italy rugby union tour of Argentina,Ferrocaril Oeste,Buenos Aires,Argentina,False,False
2001-07-21,South Africa,New Zealand,3,12,2001 Tri Nations Series,Newlands,Cape Town,South Africa,False,False
2001-07-28,South Africa,Australia,20,15,2001 Tri Nations Series,Loftus Versfeld Stadium,Pretoria,South Africa,False,False
2001-08-11,New Zealand,Australia,15,23,2001 Tri Nations Series,Carisbrook,Dunedin,New Zealand,False,False
2001-08-18,Australia,South Africa,14,14,2001 Tri Nations Series,Subiaco Oval,Perth,Australia,False,False
2001-08-25,New Zealand,South Africa,26,15,2001 Tri Nations Series,Eden Park,Auckland,New Zealand,False,False
2001-09-01,Australia,New Zealand,29,26,2001 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False
2001-09-22,Scotland,Ireland,32,10,2001 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2001-10-13,Wales,Ireland,6,36,2001 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2001-10-20,Ireland,England,20,14,2001 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
2001-11-10,Wales,Argentina,16,30,2001 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2001-11-10,England,Australia,21,15,2001 Autumn International,Twickenham Stadium,London,England,False,False
2001-11-10,France,South Africa,20,10,2001 Autumn International,Stade de France,Saint-Denis,France,False,False
2001-11-17,France,Australia,14,13,2001 Australia tour of Europe,Stade Vélodrome,Marseille,France,False,False
2001-11-17,Ireland,New Zealand,29,40,2001 New Zealand rugby union tour,Lansdowne Road,Dublin,Ireland,False,False
2001-11-17,Italy,South Africa,26,54,2001 autumn internationals,Stadio Luigi Ferraris,Genoa,Italy,False,False
2001-11-18,Scotland,Argentina,16,25,2001 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False
2001-11-24,Scotland,New Zealand,6,37,2001 New Zealand rugby union tour,Murrayfield,Edinburgh,Scotland,False,False
2001-11-24,England,South Africa,29,9,2001 Autumn International,Twickenham,London,England,False,False
